state_clean,Year,DV,AoW,K&A,Rape,AoM,DD,WT,state_original_label,is_repaired
Uttar Pradesh,2017,12653,12607,14993,4246,91,2524,25,Uttar Pradesh,False
Uttar Pradesh,2018,14233,12555,15381,3946,17,2444,27,Uttar Pradesh,False
Uttar Pradesh,2019,18304,11988,11649,3065,42,2410,22,Uttar Pradesh,False
Uttar Pradesh,2020,14454,9864,9109,2769,28,2274,25,Tripura,True
Uttar Pradesh,2021,18375,9393,10574,2845,27,2222,12,Tripura,True
Uttarakhand,2001,301,103,126,74,84,56,0,Uttarakhand,False
Uttarakhand,2002,316,145,155,89,97,66,1,Uttarakhand,False
Uttarakhand,2003,317,136,134,107,98,93,0,Uttarakhand,False
Uttarakhand,2004,405,143,127,115,110,82,0,Uttarakhand,False
Uttarakhand,2005,272,100,125,133,89,63,0,Uttarakhand,False
Uttarakhand,2006,358,153,183,147,113,80,0,Uttarakhand,False
Uttarakhand,2007,463,146,227,117,63,70,0,Uttarakhand,False
Uttarakhand,2008,340,120,222,87,306,73,0,Uttarakhand,False
Uttarakhand,2009,361,119,247,111,249,94,0,Uttarakhand,False
Uttarakhand,2010,334,125,249,121,165,75,0,Uttarakhand,False
Uttarakhand,2011,307,0,283,129,72,83,3,Uttarakhand,False
Uttarakhand,2012,368,139,256,148,73,71,12,Uttarakhand,False
Uttarakhand,2013,435,295,633,228,72,43,13,Uttarakhand,False
Uttarakhand,2014,301,343,275,270,22,104,19,Uttarakhand,False
Uttarakhand,2015,407,318,336,283,51,54,18,Uttarakhand,False
Uttarakhand,2016,392,344,377,336,35,57,11,Uttarakhand,False
Uttarakhand,2017,394,435,371,374,4,60,6,Uttarakhand,False
Uttarakhand,2018,622,548,502,561,8,63,0,Uttarakhand,False
Uttarakhand,2019,644,475,375,526,10,57,3,Uttarakhand,False
Uttarakhand,2020,668,474,349,487,43,65,8,Uttar Pradesh,True
Uttarakhand,2021,519,655,402,534,13,72,17,Uttar Pradesh,True
West Bengal,2001,3859,954,695,709,48,265,3,West Bengal,False
West Bengal,2002,4069,964,694,759,34,273,1,West Bengal,False
West Bengal,2003,4948,1186,801,1002,71,329,1,West Bengal,False
West Bengal,2004,6334,1566,1018,1475,64,396,12,West Bengal,False
West Bengal,2005,6936,1572,1039,1686,54,446,61,West Bengal,False
West Bengal,2006,7414,1837,1199,1731,63,445,1,West Bengal,False
West Bengal,2007,9900,2281,1590,2106,99,451,5,West Bengal,False
West Bengal,2008,13663,2396,1907,2263,94,451,5,West Bengal,False
West Bengal,2009,16112,1942,2187,2336,108,506,5,West Bengal,False
West Bengal,2010,17796,2465,2764,2311,163,507,8,West Bengal,False
West Bengal,2011,19772,0,3711,2363,200,510,96,West Bengal,False
West Bengal,2012,19865,3345,4168,2046,556,593,109,West Bengal,False
West Bengal,2013,18116,4913,3830,1685,577,481,104,West Bengal,False
West Bengal,2014,23278,5670,4976,1466,1045,1,80,West Bengal,False
West Bengal,2015,20163,5069,3938,1199,674,498,101,West Bengal,False
West Bengal,2016,19302,4177,4494,1110,663,535,87,West Bengal,False
West Bengal,2017,16800,3832,4232,1084,448,499,67,West Bengal,False
West Bengal,2018,16951,3399,4249,1069,391,444,97,West Bengal,False
West Bengal,2019,16951,3399,4249,1069,391,444,97,West Bengal,False
West Bengal,2020,19962,2488,7740,1128,446,522,52,Uttarakhand,True
West Bengal,2021,19952,2485,7376,1123,424,454,50,Uttarakhand,True
