state_clean,state_code,entity_type,region,year,crime_code,crime_type,cases,rate_per_lakh_female,population_2011,female_population_2011,literacy_rate_2011,is_structural_zero,is_source_gap,data_quality_flag,include_in_analysis
A & N Islands,AN,Union Territory,Islands,2001,DV,Domestic Violence,9,5.06,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2002,DV,Domestic Violence,4,2.25,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2003,DV,Domestic Violence,7,3.94,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2004,DV,Domestic Violence,5,2.81,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2005,DV,Domestic Violence,5,2.81,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2006,DV,Domestic Violence,7,3.94,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2007,DV,Domestic Violence,18,10.13,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2008,DV,Domestic Violence,26,14.63,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2009,DV,Domestic Violence,21,11.82,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2010,DV,Domestic Violence,9,5.06,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2011,DV,Domestic Violence,5,2.81,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2012,DV,Domestic Violence,5,2.81,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2013,DV,Domestic Violence,9,5.06,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2014,DV,Domestic Violence,14,7.88,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2015,DV,Domestic Violence,14,7.88,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2016,DV,Domestic Violence,7,3.94,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2017,DV,Domestic Violence,4,2.25,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2018,DV,Domestic Violence,4,2.25,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2019,DV,Domestic Violence,1,0.56,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2020,DV,Domestic Violence,2,1.13,380581,177713,86.63,False,False,ok,True
A & N Islands,AN,Union Territory,Islands,2021,DV,Domestic Violence,4,2.25,380581,177713,86.63,False,False,ok,True
Andhra Pradesh,AP,State,South,2001,DV,Domestic Violence,5791,23.53,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2002,DV,Domestic Violence,7018,28.52,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2003,DV,Domestic Violence,8167,33.19,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2004,DV,Domestic Violence,8388,34.09,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2005,DV,Domestic Violence,8696,35.34,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2006,DV,Domestic Violence,9164,37.24,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2007,DV,Domestic Violence,11335,46.06,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2008,DV,Domestic Violence,10306,41.88,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2009,DV,Domestic Violence,11297,45.91,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2010,DV,Domestic Violence,12080,49.09,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2011,DV,Domestic Violence,13376,54.36,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2012,DV,Domestic Violence,13389,54.41,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2013,DV,Domestic Violence,15084,61.3,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2014,DV,Domestic Violence,6362,25.85,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2015,DV,Domestic Violence,6121,24.88,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2016,DV,Domestic Violence,6461,26.26,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2017,DV,Domestic Violence,7156,29.08,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2018,DV,Domestic Violence,6831,27.76,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2019,DV,Domestic Violence,7851,31.91,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2020,DV,Domestic Violence,6546,26.6,49386799,24606669,67.02,False,False,ok,True
Andhra Pradesh,AP,State,South,2021,DV,Domestic Violence,7092,28.82,49386799,24606669,67.02,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2001,DV,Domestic Violence,11,1.64,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2002,DV,Domestic Violence,13,1.94,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2003,DV,Domestic Violence,14,2.09,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2004,DV,Domestic Violence,4,0.6,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2005,DV,Domestic Violence,9,1.34,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2006,DV,Domestic Violence,14,2.09,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2007,DV,Domestic Violence,20,2.99,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2008,DV,Domestic Violence,13,1.94,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2009,DV,Domestic Violence,13,1.94,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2010,DV,Domestic Violence,12,1.79,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2011,DV,Domestic Violence,18,2.69,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2012,DV,Domestic Violence,26,3.88,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2013,DV,Domestic Violence,29,4.33,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2014,DV,Domestic Violence,42,6.27,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2015,DV,Domestic Violence,66,9.85,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2016,DV,Domestic Violence,50,7.47,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2017,DV,Domestic Violence,56,8.36,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2018,DV,Domestic Violence,60,8.96,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2019,DV,Domestic Violence,54,8.06,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2020,DV,Domestic Violence,69,10.3,1383727,669730,65.38,False,False,ok,True
Arunachal Pradesh,AR,State,North East,2021,DV,Domestic Violence,112,16.72,1383727,669730,65.38,False,False,ok,True
Assam,AS,State,North East,2001,DV,Domestic Violence,1248,8.17,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2002,DV,Domestic Violence,1694,11.1,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2003,DV,Domestic Violence,1808,11.84,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2004,DV,Domestic Violence,1945,12.74,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2005,DV,Domestic Violence,2206,14.45,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2006,DV,Domestic Violence,2548,16.69,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2007,DV,Domestic Violence,3000,19.65,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2008,DV,Domestic Violence,3478,22.78,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2009,DV,Domestic Violence,4398,28.81,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2010,DV,Domestic Violence,5410,35.43,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2011,DV,Domestic Violence,5246,34.36,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2012,DV,Domestic Violence,6407,41.96,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2013,DV,Domestic Violence,8636,56.56,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2014,DV,Domestic Violence,9626,63.05,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2015,DV,Domestic Violence,11225,73.52,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2016,DV,Domestic Violence,9321,61.05,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2017,DV,Domestic Violence,9782,64.07,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2018,DV,Domestic Violence,11136,72.94,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2019,DV,Domestic Violence,11943,78.22,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2020,DV,Domestic Violence,11408,74.72,31205576,15268101,72.19,False,False,ok,True
Assam,AS,State,North East,2021,DV,Domestic Violence,12950,84.82,31205576,15268101,72.19,False,False,ok,True
Bihar,BR,State,East,2001,DV,Domestic Violence,1558,3.13,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2002,DV,Domestic Violence,1577,3.17,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2003,DV,Domestic Violence,1880,3.77,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2004,DV,Domestic Violence,2679,5.38,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2005,DV,Domestic Violence,1574,3.16,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2006,DV,Domestic Violence,1689,3.39,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2007,DV,Domestic Violence,1635,3.28,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2008,DV,Domestic Violence,1992,4.0,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2009,DV,Domestic Violence,2532,5.08,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2010,DV,Domestic Violence,2271,4.56,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2011,DV,Domestic Violence,2607,5.23,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2012,DV,Domestic Violence,3686,7.4,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2013,DV,Domestic Violence,4533,9.1,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2014,DV,Domestic Violence,4672,9.38,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2015,DV,Domestic Violence,3792,7.61,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2016,DV,Domestic Violence,3794,7.61,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2017,DV,Domestic Violence,3776,7.58,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2018,DV,Domestic Violence,2539,5.1,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2019,DV,Domestic Violence,2397,4.81,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2020,DV,Domestic Violence,1935,3.88,104099452,49824451,61.8,False,False,ok,True
Bihar,BR,State,East,2021,DV,Domestic Violence,2069,4.15,104099452,49824451,61.8,False,False,ok,True
Chandigarh,CH,Union Territory,North,2001,DV,Domestic Violence,36,7.58,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2002,DV,Domestic Violence,56,11.79,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2003,DV,Domestic Violence,93,19.58,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2004,DV,Domestic Violence,73,15.37,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2005,DV,Domestic Violence,75,15.79,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2006,DV,Domestic Violence,102,21.48,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2007,DV,Domestic Violence,112,23.58,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2008,DV,Domestic Violence,49,10.32,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2009,DV,Domestic Violence,51,10.74,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2010,DV,Domestic Violence,41,8.63,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2011,DV,Domestic Violence,46,9.69,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2012,DV,Domestic Violence,73,15.37,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2013,DV,Domestic Violence,92,19.37,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2014,DV,Domestic Violence,141,29.69,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2015,DV,Domestic Violence,126,26.53,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2016,DV,Domestic Violence,122,25.69,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2017,DV,Domestic Violence,121,25.48,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2018,DV,Domestic Violence,93,19.58,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2019,DV,Domestic Violence,177,37.27,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2020,DV,Domestic Violence,96,20.22,1055450,474894,86.05,False,False,ok,True
Chandigarh,CH,Union Territory,North,2021,DV,Domestic Violence,95,20.0,1055450,474894,86.05,False,False,ok,True
Chhattisgarh,CG,State,Central,2001,DV,Domestic Violence,840,6.61,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2002,DV,Domestic Violence,653,5.14,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2003,DV,Domestic Violence,601,4.73,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2004,DV,Domestic Violence,741,5.83,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2005,DV,Domestic Violence,732,5.76,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2006,DV,Domestic Violence,717,5.64,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2007,DV,Domestic Violence,824,6.48,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2008,DV,Domestic Violence,897,7.05,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2009,DV,Domestic Violence,893,7.02,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2010,DV,Domestic Violence,861,6.77,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2011,DV,Domestic Violence,834,6.56,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2012,DV,Domestic Violence,980,7.71,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2013,DV,Domestic Violence,1181,9.29,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2014,DV,Domestic Violence,964,7.58,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2015,DV,Domestic Violence,620,4.88,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2016,DV,Domestic Violence,622,4.89,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2017,DV,Domestic Violence,582,4.58,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2018,DV,Domestic Violence,503,3.96,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2019,DV,Domestic Violence,732,5.76,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2020,DV,Domestic Violence,641,5.04,25545198,12714862,70.28,False,False,ok,True
Chhattisgarh,CG,State,Central,2021,DV,Domestic Violence,963,7.57,25545198,12714862,70.28,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2001,DV,Domestic Violence,8,3.29,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2002,DV,Domestic Violence,6,2.47,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2003,DV,Domestic Violence,2,0.82,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2004,DV,Domestic Violence,7,2.88,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2005,DV,Domestic Violence,8,3.29,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2006,DV,Domestic Violence,7,2.88,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2007,DV,Domestic Violence,6,2.47,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2008,DV,Domestic Violence,9,3.71,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2009,DV,Domestic Violence,6,2.47,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2010,DV,Domestic Violence,6,2.47,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2011,DV,Domestic Violence,5,2.06,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2012,DV,Domestic Violence,3,1.24,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2013,DV,Domestic Violence,3,1.24,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2014,DV,Domestic Violence,7,2.88,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2015,DV,Domestic Violence,5,2.06,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2016,DV,Domestic Violence,14,5.76,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2017,DV,Domestic Violence,9,3.71,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2018,DV,Domestic Violence,5,2.06,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2019,DV,Domestic Violence,7,2.88,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2020,DV,Domestic Violence,4,1.65,586956,242902,79.55,False,False,ok,True
D & N Haveli and Daman & Diu,DN,Union Territory,West,2021,DV,Domestic Violence,6,2.47,586956,242902,79.55,False,False,ok,True
Delhi UT,DL,Union Territory,North,2011,DV,Domestic Violence,1575,20.19,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2012,DV,Domestic Violence,1985,25.45,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2013,DV,Domestic Violence,3033,38.88,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2014,DV,Domestic Violence,3173,40.68,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2015,DV,Domestic Violence,3521,45.14,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2016,DV,Domestic Violence,3877,49.7,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2017,DV,Domestic Violence,2735,35.06,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2018,DV,Domestic Violence,3416,43.79,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2019,DV,Domestic Violence,3792,48.61,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2020,DV,Domestic Violence,2557,32.78,16787941,7800821,86.21,False,False,ok,True
Delhi UT,DL,Union Territory,North,2021,DV,Domestic Violence,4731,60.65,16787941,7800821,86.21,False,False,ok,True
Goa,GA,State,West,2001,DV,Domestic Violence,11,1.53,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2002,DV,Domestic Violence,8,1.11,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2003,DV,Domestic Violence,24,3.34,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2004,DV,Domestic Violence,17,2.36,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2005,DV,Domestic Violence,11,1.53,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2006,DV,Domestic Violence,14,1.95,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2007,DV,Domestic Violence,14,1.95,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2008,DV,Domestic Violence,12,1.67,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2009,DV,Domestic Violence,21,2.92,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2010,DV,Domestic Violence,17,2.36,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2011,DV,Domestic Violence,18,2.5,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2012,DV,Domestic Violence,24,3.34,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2013,DV,Domestic Violence,40,5.56,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2014,DV,Domestic Violence,35,4.87,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2015,DV,Domestic Violence,19,2.64,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2016,DV,Domestic Violence,23,3.2,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2017,DV,Domestic Violence,21,2.92,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2018,DV,Domestic Violence,9,1.25,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2019,DV,Domestic Violence,9,1.25,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2020,DV,Domestic Violence,8,1.11,1458545,719293,88.7,False,False,ok,True
Goa,GA,State,West,2021,DV,Domestic Violence,1,0.14,1458545,719293,88.7,False,False,ok,True
Gujarat,GJ,State,West,2001,DV,Domestic Violence,3667,12.67,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2002,DV,Domestic Violence,3321,11.47,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2003,DV,Domestic Violence,3684,12.73,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2004,DV,Domestic Violence,3955,13.66,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2005,DV,Domestic Violence,4090,14.13,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2006,DV,Domestic Violence,4977,17.2,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2007,DV,Domestic Violence,5827,20.13,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2008,DV,Domestic Violence,6094,21.05,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2009,DV,Domestic Violence,5506,19.02,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2010,DV,Domestic Violence,5600,19.35,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2011,DV,Domestic Violence,6052,20.91,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2012,DV,Domestic Violence,6658,23.0,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2013,DV,Domestic Violence,7812,26.99,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2014,DV,Domestic Violence,5991,20.7,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2015,DV,Domestic Violence,4133,14.28,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2016,DV,Domestic Violence,3732,12.89,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2017,DV,Domestic Violence,3223,11.14,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2018,DV,Domestic Violence,2923,10.1,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2019,DV,Domestic Violence,3619,12.5,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2020,DV,Domestic Violence,3345,11.56,60439692,28944282,78.03,False,False,ok,True
Gujarat,GJ,State,West,2021,DV,Domestic Violence,2271,7.85,60439692,28944282,78.03,False,False,ok,True
Haryana,HR,State,North,2001,DV,Domestic Violence,1513,12.76,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2002,DV,Domestic Violence,1565,13.2,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2003,DV,Domestic Violence,1618,13.64,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2004,DV,Domestic Violence,2026,17.08,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2005,DV,Domestic Violence,2075,17.5,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2006,DV,Domestic Violence,2254,19.01,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2007,DV,Domestic Violence,2412,20.34,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2008,DV,Domestic Violence,2435,20.53,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2009,DV,Domestic Violence,2617,22.07,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2010,DV,Domestic Violence,2720,22.94,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2011,DV,Domestic Violence,2740,23.1,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2012,DV,Domestic Violence,3137,26.45,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2013,DV,Domestic Violence,3617,30.5,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2014,DV,Domestic Violence,3478,29.33,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2015,DV,Domestic Violence,3525,29.72,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2016,DV,Domestic Violence,3313,27.94,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2017,DV,Domestic Violence,3326,28.05,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2018,DV,Domestic Violence,4154,35.03,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2019,DV,Domestic Violence,4867,41.04,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2020,DV,Domestic Violence,4119,34.73,25351462,11859465,75.55,False,False,ok,True
Haryana,HR,State,North,2021,DV,Domestic Violence,5755,48.53,25351462,11859465,75.55,False,False,ok,True
